"train/timestep","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_2345 - train/reward__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_6000_to_7000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_5000_to_6000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_3000_to_5000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_1000_to_3000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_0_to_1000_HalfCheetah-v4_1234 - train/reward__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - _step__MAX","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MIN","GAIL_training_neg_inf_to_0_HalfCheetah-v4_1234 - train/reward__MAX"
"487000","487","487","487","5128.6025524000015","5128.6025524000015","5128.6025524000015","487","487","487","4635.4460573999995","4635.4460573999995","4635.4460573999995","487","487","487","4470.4319094","4470.4319094","4470.4319094","487","487","487","4532.0256522","4532.0256522","4532.0256522","487","487","487","5256.960621799999","5256.960621799999","5256.960621799999","487","487","487","4866.970485399999","4866.970485399999","4866.970485399999","487","487","487","5083.6287704","5083.6287704","5083.6287704","487","487","487","5623.405325199999","5623.405325199999","5623.405325199999","487","487","487","5040.8790216","5040.8790216","5040.8790216","487","487","487","5196.813021600001","5196.813021600001","5196.813021600001","487","487","487","5326.2629696","5326.2629696","5326.2629696","487","487","487","5079.6164592000005","5079.6164592000005","5079.6164592000005"
"488000","488","488","488","5123.314498","5123.314498","5123.314498","488","488","488","4705.862655","4705.862655","4705.862655","488","488","488","4525.6192668","4525.6192668","4525.6192668","488","488","488","4615.742338999999","4615.742338999999","4615.742338999999","488","488","488","5298.1257078","5298.1257078","5298.1257078","488","488","488","5042.444456800001","5042.444456800001","5042.444456800001","488","488","488","5143.576239","5143.576239","5143.576239","488","488","488","5647.826783999999","5647.826783999999","5647.826783999999","488","488","488","5025.8012864","5025.8012864","5025.8012864","488","488","488","5029.5244822","5029.5244822","5029.5244822","488","488","488","5402.4279602","5402.4279602","5402.4279602","488","488","488","5398.503108599999","5398.503108599999","5398.503108599999"
"489000","489","489","489","5277.7942316","5277.7942316","5277.7942316","489","489","489","4651.8154262","4651.8154262","4651.8154262","489","489","489","4351.0434574","4351.0434574","4351.0434574","489","489","489","4627.2598898","4627.2598898","4627.2598898","489","489","489","5208.069373799999","5208.069373799999","5208.069373799999","489","489","489","5008.3425918","5008.3425918","5008.3425918","489","489","489","5052.341002799999","5052.341002799999","5052.341002799999","489","489","489","5471.3568156","5471.3568156","5471.3568156","489","489","489","4971.527683799999","4971.527683799999","4971.527683799999","489","489","489","5207.476573400001","5207.476573400001","5207.476573400001","489","489","489","5115.5460492","5115.5460492","5115.5460492","489","489","489","5343.5440332","5343.5440332","5343.5440332"
"490000","490","490","490","5162.2532104","5162.2532104","5162.2532104","490","490","490","4643.432652","4643.432652","4643.432652","490","490","490","4381.1616772","4381.1616772","4381.1616772","490","490","490","4645.8279294","4645.8279294","4645.8279294","490","490","490","4750.5004948000005","4750.5004948000005","4750.5004948000005","490","490","490","4924.8634256000005","4924.8634256000005","4924.8634256000005","490","490","490","5028.628939","5028.628939","5028.628939","490","490","490","5389.2694404","5389.2694404","5389.2694404","490","490","490","5043.164400600001","5043.164400600001","5043.164400600001","490","490","490","5040.5112194","5040.5112194","5040.5112194","490","490","490","5341.382773200001","5341.382773200001","5341.382773200001","490","490","490","5220.877006799999","5220.877006799999","5220.877006799999"
"491000","491","491","491","5360.500795","5360.500795","5360.500795","491","491","491","4587.030708","4587.030708","4587.030708","491","491","491","4462.9928142","4462.9928142","4462.9928142","491","491","491","4629.617549799999","4629.617549799999","4629.617549799999","491","491","491","4802.125257199999","4802.125257199999","4802.125257199999","491","491","491","4955.2946546","4955.2946546","4955.2946546","491","491","491","4942.656146","4942.656146","4942.656146","491","491","491","5515.732011800001","5515.732011800001","5515.732011800001","491","491","491","4974.808868999999","4974.808868999999","4974.808868999999","491","491","491","5070.5719332","5070.5719332","5070.5719332","491","491","491","5230.5852171999995","5230.5852171999995","5230.5852171999995","491","491","491","5369.4062628","5369.4062628","5369.4062628"
"492000","492","492","492","5396.0419628","5396.0419628","5396.0419628","492","492","492","4005.9339166","4005.9339166","4005.9339166","492","492","492","4546.1459552","4546.1459552","4546.1459552","492","492","492","4496.5866322","4496.5866322","4496.5866322","492","492","492","5175.3076024","5175.3076024","5175.3076024","492","492","492","4871.899094599999","4871.899094599999","4871.899094599999","492","492","492","4920.4613396","4920.4613396","4920.4613396","492","492","492","5550.244634600001","5550.244634600001","5550.244634600001","492","492","492","4939.3537756","4939.3537756","4939.3537756","492","492","492","5040.6755572","5040.6755572","5040.6755572","492","492","492","5260.727012400001","5260.727012400001","5260.727012400001","492","492","492","5248.182052599999","5248.182052599999","5248.182052599999"
"493000","493","493","493","5101.476743599999","5101.476743599999","5101.476743599999","493","493","493","4705.8712842","4705.8712842","4705.8712842","493","493","493","4506.2691356","4506.2691356","4506.2691356","493","493","493","4590.1338061999995","4590.1338061999995","4590.1338061999995","493","493","493","5077.702384599999","5077.702384599999","5077.702384599999","493","493","493","4852.9008898","4852.9008898","4852.9008898","493","493","493","4973.7866188","4973.7866188","4973.7866188","493","493","493","5548.9199573999995","5548.9199573999995","5548.9199573999995","493","493","493","5006.9654184","5006.9654184","5006.9654184","493","493","493","5088.4583741999995","5088.4583741999995","5088.4583741999995","493","493","493","5307.0643296","5307.0643296","5307.0643296","493","493","493","5410.771149599999","5410.771149599999","5410.771149599999"
"494000","494","494","494","5255.180267","5255.180267","5255.180267","494","494","494","4591.8877534","4591.8877534","4591.8877534","494","494","494","4469.9159904","4469.9159904","4469.9159904","494","494","494","4671.1531482","4671.1531482","4671.1531482","494","494","494","5167.7307392","5167.7307392","5167.7307392","494","494","494","4952.608073","4952.608073","4952.608073","494","494","494","4957.66367","4957.66367","4957.66367","494","494","494","5535.3333082","5535.3333082","5535.3333082","494","494","494","4917.7949452","4917.7949452","4917.7949452","494","494","494","5139.360659","5139.360659","5139.360659","494","494","494","5515.655283","5515.655283","5515.655283","494","494","494","5439.5222868","5439.5222868","5439.5222868"
"495000","495","495","495","5339.15481","5339.15481","5339.15481","495","495","495","4818.1713338","4818.1713338","4818.1713338","495","495","495","4347.8516938","4347.8516938","4347.8516938","495","495","495","4531.2352216","4531.2352216","4531.2352216","495","495","495","5100.621447399999","5100.621447399999","5100.621447399999","495","495","495","4981.264344200001","4981.264344200001","4981.264344200001","495","495","495","4809.2992052","4809.2992052","4809.2992052","495","495","495","5748.4008662","5748.4008662","5748.4008662","495","495","495","5098.8320052","5098.8320052","5098.8320052","495","495","495","5250.5028838","5250.5028838","5250.5028838","495","495","495","5510.4972324","5510.4972324","5510.4972324","495","495","495","5355.649285199999","5355.649285199999","5355.649285199999"
"496000","496","496","496","5286.939348","5286.939348","5286.939348","496","496","496","4646.2335468","4646.2335468","4646.2335468","496","496","496","4469.6737788","4469.6737788","4469.6737788","496","496","496","4508.3540658","4508.3540658","4508.3540658","496","496","496","4983.83418","4983.83418","4983.83418","496","496","496","4961.6457944","4961.6457944","4961.6457944","496","496","496","4760.7170164","4760.7170164","4760.7170164","496","496","496","5566.042490000001","5566.042490000001","5566.042490000001","496","496","496","5085.9537166","5085.9537166","5085.9537166","496","496","496","5046.842223","5046.842223","5046.842223","496","496","496","5308.0983576","5308.0983576","5308.0983576","496","496","496","5414.0984192000005","5414.0984192000005","5414.0984192000005"
"497000","497","497","497","5184.5983832","5184.5983832","5184.5983832","497","497","497","4695.915977999999","4695.915977999999","4695.915977999999","497","497","497","4533.042436","4533.042436","4533.042436","497","497","497","4546.6343096","4546.6343096","4546.6343096","497","497","497","5276.9564964","5276.9564964","5276.9564964","497","497","497","4909.1589434","4909.1589434","4909.1589434","497","497","497","4780.4374728","4780.4374728","4780.4374728","497","497","497","5510.9927738","5510.9927738","5510.9927738","497","497","497","4948.1630484","4948.1630484","4948.1630484","497","497","497","5187.0030188","5187.0030188","5187.0030188","497","497","497","5381.169887400001","5381.169887400001","5381.169887400001","497","497","497","5400.0884940000005","5400.0884940000005","5400.0884940000005"
"498000","498","498","498","5102.732755","5102.732755","5102.732755","498","498","498","4594.569658800001","4594.569658800001","4594.569658800001","498","498","498","4308.810639","4308.810639","4308.810639","498","498","498","4686.2997316","4686.2997316","4686.2997316","498","498","498","5286.5934306","5286.5934306","5286.5934306","498","498","498","4997.9132474","4997.9132474","4997.9132474","498","498","498","5135.201206199999","5135.201206199999","5135.201206199999","498","498","498","5500.548040600001","5500.548040600001","5500.548040600001","498","498","498","4896.522555400001","4896.522555400001","4896.522555400001","498","498","498","5041.5924552","5041.5924552","5041.5924552","498","498","498","5555.0358752","5555.0358752","5555.0358752","498","498","498","5413.7017160000005","5413.7017160000005","5413.7017160000005"
"499000","499","499","499","5277.4096932","5277.4096932","5277.4096932","499","499","499","4616.091822","4616.091822","4616.091822","499","499","499","4284.814188599999","4284.814188599999","4284.814188599999","499","499","499","4592.6267602","4592.6267602","4592.6267602","499","499","499","5315.4287122000005","5315.4287122000005","5315.4287122000005","499","499","499","4908.3985862","4908.3985862","4908.3985862","499","499","499","4809.7356985999995","4809.7356985999995","4809.7356985999995","499","499","499","5708.9190228","5708.9190228","5708.9190228","499","499","499","4993.512812399999","4993.512812399999","4993.512812399999","499","499","499","5109.789041599999","5109.789041599999","5109.789041599999","499","499","499","5416.075957999999","5416.075957999999","5416.075957999999","499","499","499","5232.1928523999995","5232.1928523999995","5232.1928523999995"
"500000","500","500","500","5234.9409664","5234.9409664","5234.9409664","500","500","500","4664.5582602","4664.5582602","4664.5582602","500","500","500","4446.925619600001","4446.925619600001","4446.925619600001","500","500","500","4485.8014088","4485.8014088","4485.8014088","500","500","500","5237.953331","5237.953331","5237.953331","500","500","500","4813.329535","4813.329535","4813.329535","500","500","500","4894.9402398","4894.9402398","4894.9402398","500","500","500","5325.9716264","5325.9716264","5325.9716264","500","500","500","4941.9471822","4941.9471822","4941.9471822","500","500","500","5237.4144516","5237.4144516","5237.4144516","500","500","500","5305.883868999999","5305.883868999999","5305.883868999999","500","500","500","5330.5751912","5330.5751912","5330.5751912"
"501000","501","501","501","5180.9848392","5180.9848392","5180.9848392","501","501","501","4653.240652400001","4653.240652400001","4653.240652400001","501","501","501","4565.8504486","4565.8504486","4565.8504486","501","501","501","4687.6616328","4687.6616328","4687.6616328","501","501","501","5337.0120854","5337.0120854","5337.0120854","501","501","501","4743.4205112","4743.4205112","4743.4205112","501","501","501","4952.60394","4952.60394","4952.60394","501","501","501","5435.1784432","5435.1784432","5435.1784432","501","501","501","4907.4165524","4907.4165524","4907.4165524","501","501","501","5272.9112554","5272.9112554","5272.9112554","501","501","501","5022.1704514","5022.1704514","5022.1704514","501","501","501","5346.8767132","5346.8767132","5346.8767132"
"502000","502","502","502","5246.5831772","5246.5831772","5246.5831772","502","502","502","4453.7987538","4453.7987538","4453.7987538","502","502","502","4572.947414799999","4572.947414799999","4572.947414799999","502","502","502","4604.8156992","4604.8156992","4604.8156992","502","502","502","4933.216323999999","4933.216323999999","4933.216323999999","502","502","502","4759.451580999999","4759.451580999999","4759.451580999999","502","502","502","4943.556429","4943.556429","4943.556429","502","502","502","5357.838815599999","5357.838815599999","5357.838815599999","502","502","502","5030.636706800001","5030.636706800001","5030.636706800001","502","502","502","5105.2400932","5105.2400932","5105.2400932","502","502","502","5309.8341286","5309.8341286","5309.8341286","502","502","502","5317.0640706","5317.0640706","5317.0640706"
"503000","503","503","503","5000.396910199999","5000.396910199999","5000.396910199999","503","503","503","4715.2209646","4715.2209646","4715.2209646","503","503","503","4530.9282964","4530.9282964","4530.9282964","503","503","503","4563.6614042","4563.6614042","4563.6614042","503","503","503","5118.7516372","5118.7516372","5118.7516372","503","503","503","4940.1907812","4940.1907812","4940.1907812","503","503","503","4942.1616704","4942.1616704","4942.1616704","503","503","503","5490.4443562","5490.4443562","5490.4443562","503","503","503","4901.1930128","4901.1930128","4901.1930128","503","503","503","5175.3342816","5175.3342816","5175.3342816","503","503","503","5408.1697128","5408.1697128","5408.1697128","503","503","503","5173.432932400001","5173.432932400001","5173.432932400001"
"504000","504","504","504","5367.2471726","5367.2471726","5367.2471726","504","504","504","4666.4126954","4666.4126954","4666.4126954","504","504","504","4608.0224168","4608.0224168","4608.0224168","504","504","504","4727.7278194","4727.7278194","4727.7278194","504","504","504","5257.3735026","5257.3735026","5257.3735026","504","504","504","4962.3918044","4962.3918044","4962.3918044","504","504","504","5043.019254000001","5043.019254000001","5043.019254000001","504","504","504","4961.580465800001","4961.580465800001","4961.580465800001","504","504","504","5020.3837504","5020.3837504","5020.3837504","504","504","504","5008.5483368000005","5008.5483368000005","5008.5483368000005","504","504","504","5255.180238","5255.180238","5255.180238","504","504","504","5274.9220202","5274.9220202","5274.9220202"
"505000","505","505","505","5280.085687000001","5280.085687000001","5280.085687000001","505","505","505","4709.632323200001","4709.632323200001","4709.632323200001","505","505","505","4603.26685","4603.26685","4603.26685","505","505","505","4652.9645782","4652.9645782","4652.9645782","505","505","505","5177.95292","5177.95292","5177.95292","505","505","505","4862.133682199999","4862.133682199999","4862.133682199999","505","505","505","4826.99198","4826.99198","4826.99198","505","505","505","5348.1454570000005","5348.1454570000005","5348.1454570000005","505","505","505","4942.3487292","4942.3487292","4942.3487292","505","505","505","4993.935837800001","4993.935837800001","4993.935837800001","505","505","505","5337.1061752000005","5337.1061752000005","5337.1061752000005","505","505","505","5221.0061054","5221.0061054","5221.0061054"
"506000","506","506","506","5222.1301788","5222.1301788","5222.1301788","506","506","506","4729.5126881999995","4729.5126881999995","4729.5126881999995","506","506","506","4561.936009800001","4561.936009800001","4561.936009800001","506","506","506","4628.7698726","4628.7698726","4628.7698726","506","506","506","5277.760909","5277.760909","5277.760909","506","506","506","4878.4143184","4878.4143184","4878.4143184","506","506","506","4958.1825362","4958.1825362","4958.1825362","506","506","506","5570.4902744","5570.4902744","5570.4902744","506","506","506","4812.9047712","4812.9047712","4812.9047712","506","506","506","5164.7926912","5164.7926912","5164.7926912","506","506","506","5390.3074262","5390.3074262","5390.3074262","506","506","506","5368.1553011999995","5368.1553011999995","5368.1553011999995"
"507000","507","507","507","5245.306711800001","5245.306711800001","5245.306711800001","507","507","507","4728.4611728","4728.4611728","4728.4611728","507","507","507","4445.6780058","4445.6780058","4445.6780058","507","507","507","4705.3095232","4705.3095232","4705.3095232","507","507","507","5164.4392958","5164.4392958","5164.4392958","507","507","507","4881.137987","4881.137987","4881.137987","507","507","507","4936.3423482","4936.3423482","4936.3423482","507","507","507","5487.5422108","5487.5422108","5487.5422108","507","507","507","5047.9913016","5047.9913016","5047.9913016","507","507","507","5181.8857246","5181.8857246","5181.8857246","507","507","507","5254.2597976","5254.2597976","5254.2597976","507","507","507","5395.407140400001","5395.407140400001","5395.407140400001"
"508000","508","508","508","5421.0052226","5421.0052226","5421.0052226","508","508","508","4659.930866199999","4659.930866199999","4659.930866199999","508","508","508","4531.4319438","4531.4319438","4531.4319438","508","508","508","4682.6142348","4682.6142348","4682.6142348","508","508","508","5404.995644600001","5404.995644600001","5404.995644600001","508","508","508","4847.7182968","4847.7182968","4847.7182968","508","508","508","4998.615211","4998.615211","4998.615211","508","508","508","5730.4253916","5730.4253916","5730.4253916","508","508","508","5066.7025102","5066.7025102","5066.7025102","508","508","508","5203.1625942","5203.1625942","5203.1625942","508","508","508","5282.4176294","5282.4176294","5282.4176294","508","508","508","5407.0785792","5407.0785792","5407.0785792"
"509000","509","509","509","5362.075985400001","5362.075985400001","5362.075985400001","509","509","509","4629.079675200001","4629.079675200001","4629.079675200001","509","509","509","4547.1642868","4547.1642868","4547.1642868","509","509","509","4596.9644788000005","4596.9644788000005","4596.9644788000005","509","509","509","5395.695112400001","5395.695112400001","5395.695112400001","509","509","509","4931.5629814","4931.5629814","4931.5629814","509","509","509","5092.6437528","5092.6437528","5092.6437528","509","509","509","5424.178865","5424.178865","5424.178865","509","509","509","5054.196074199999","5054.196074199999","5054.196074199999","509","509","509","5132.2001196","5132.2001196","5132.2001196","509","509","509","5154.1736102","5154.1736102","5154.1736102","509","509","509","5384.8554288","5384.8554288","5384.8554288"
"510000","510","510","510","5115.7768484","5115.7768484","5115.7768484","510","510","510","4592.5517086","4592.5517086","4592.5517086","510","510","510","4472.431649","4472.431649","4472.431649","510","510","510","4640.051519","4640.051519","4640.051519","510","510","510","5159.8229604","5159.8229604","5159.8229604","510","510","510","4775.3567764","4775.3567764","4775.3567764","510","510","510","5051.5473702","5051.5473702","5051.5473702","510","510","510","5355.3234374","5355.3234374","5355.3234374","510","510","510","4956.3459408","4956.3459408","4956.3459408","510","510","510","5062.4175408","5062.4175408","5062.4175408","510","510","510","5153.6077482","5153.6077482","5153.6077482","510","510","510","5331.077148599999","5331.077148599999","5331.077148599999"
"511000","511","511","511","5255.7759628","5255.7759628","5255.7759628","511","511","511","4559.2506806","4559.2506806","4559.2506806","511","511","511","4565.1563162","4565.1563162","4565.1563162","511","511","511","4582.380936","4582.380936","4582.380936","511","511","511","5241.7619945999995","5241.7619945999995","5241.7619945999995","511","511","511","4852.6228828","4852.6228828","4852.6228828","511","511","511","4834.8328418","4834.8328418","4834.8328418","511","511","511","5601.1117886","5601.1117886","5601.1117886","511","511","511","5095.6674584","5095.6674584","5095.6674584","511","511","511","5019.7261304","5019.7261304","5019.7261304","511","511","511","5168.6306912","5168.6306912","5168.6306912","511","511","511","5214.4587296","5214.4587296","5214.4587296"
"512000","512","512","512","5333.89149","5333.89149","5333.89149","512","512","512","4638.4363814","4638.4363814","4638.4363814","512","512","512","4550.9531756","4550.9531756","4550.9531756","512","512","512","4656.265313999999","4656.265313999999","4656.265313999999","512","512","512","5289.089970999999","5289.089970999999","5289.089970999999","512","512","512","4828.7936608","4828.7936608","4828.7936608","512","512","512","4865.4632812","4865.4632812","4865.4632812","512","512","512","5659.0071244","5659.0071244","5659.0071244","512","512","512","4939.5876854","4939.5876854","4939.5876854","512","512","512","5136.668829","5136.668829","5136.668829","512","512","512","5284.5299786000005","5284.5299786000005","5284.5299786000005","512","512","512","5218.8931958","5218.8931958","5218.8931958"
"513000","513","513","513","4978.427593599999","4978.427593599999","4978.427593599999","513","513","513","4628.4029724","4628.4029724","4628.4029724","513","513","513","4546.715200000001","4546.715200000001","4546.715200000001","513","513","513","4674.845161","4674.845161","4674.845161","513","513","513","5293.7318122","5293.7318122","5293.7318122","513","513","513","4836.1477182","4836.1477182","4836.1477182","513","513","513","5093.987664","5093.987664","5093.987664","513","513","513","5393.150127999999","5393.150127999999","5393.150127999999","513","513","513","5042.315973399999","5042.315973399999","5042.315973399999","513","513","513","5236.6759592","5236.6759592","5236.6759592","513","513","513","5267.9596214","5267.9596214","5267.9596214","513","513","513","5265.9347538","5265.9347538","5265.9347538"
"514000","514","514","514","5296.20709","5296.20709","5296.20709","514","514","514","4721.760652000001","4721.760652000001","4721.760652000001","514","514","514","4471.4887994","4471.4887994","4471.4887994","514","514","514","4661.934036799999","4661.934036799999","4661.934036799999","514","514","514","5191.9919164","5191.9919164","5191.9919164","514","514","514","4856.168178","4856.168178","4856.168178","514","514","514","5133.3215298000005","5133.3215298000005","5133.3215298000005","514","514","514","5474.586176","5474.586176","5474.586176","514","514","514","4925.1460704","4925.1460704","4925.1460704","514","514","514","5184.194014","5184.194014","5184.194014","514","514","514","5562.7170886","5562.7170886","5562.7170886","514","514","514","5366.7000935999995","5366.7000935999995","5366.7000935999995"
"515000","515","515","515","5266.6120368","5266.6120368","5266.6120368","515","515","515","4549.775033999999","4549.775033999999","4549.775033999999","515","515","515","4629.9583901999995","4629.9583901999995","4629.9583901999995","515","515","515","4660.275228","4660.275228","4660.275228","515","515","515","5406.6808532","5406.6808532","5406.6808532","515","515","515","4834.0159162","4834.0159162","4834.0159162","515","515","515","5277.8896326","5277.8896326","5277.8896326","515","515","515","5512.6782626","5512.6782626","5512.6782626","515","515","515","5025.426014","5025.426014","5025.426014","515","515","515","5236.937010600001","5236.937010600001","5236.937010600001","515","515","515","5406.396078","5406.396078","5406.396078","515","515","515","5342.768051600001","5342.768051600001","5342.768051600001"
"516000","516","516","516","5149.558366","5149.558366","5149.558366","516","516","516","4734.617336","4734.617336","4734.617336","516","516","516","4457.3553432","4457.3553432","4457.3553432","516","516","516","4655.8375402","4655.8375402","4655.8375402","516","516","516","5341.4885934","5341.4885934","5341.4885934","516","516","516","4846.918025","4846.918025","4846.918025","516","516","516","4771.9643242","4771.9643242","4771.9643242","516","516","516","5506.0104508","5506.0104508","5506.0104508","516","516","516","5046.9070034","5046.9070034","5046.9070034","516","516","516","5070.3305208","5070.3305208","5070.3305208","516","516","516","5486.8905356000005","5486.8905356000005","5486.8905356000005","516","516","516","5262.8734594","5262.8734594","5262.8734594"
"517000","517","517","517","4892.5010734","4892.5010734","4892.5010734","517","517","517","4652.341545","4652.341545","4652.341545","517","517","517","4523.2610568","4523.2610568","4523.2610568","517","517","517","4659.3203826","4659.3203826","4659.3203826","517","517","517","5249.2834076","5249.2834076","5249.2834076","517","517","517","4937.628401","4937.628401","4937.628401","517","517","517","4926.8627668","4926.8627668","4926.8627668","517","517","517","5559.133634399999","5559.133634399999","5559.133634399999","517","517","517","5022.37655","5022.37655","5022.37655","517","517","517","5004.584034400001","5004.584034400001","5004.584034400001","517","517","517","5493.432218399999","5493.432218399999","5493.432218399999","517","517","517","5366.9484802","5366.9484802","5366.9484802"
"518000","518","518","518","5196.191947199999","5196.191947199999","5196.191947199999","518","518","518","4851.4352724","4851.4352724","4851.4352724","518","518","518","4502.464707","4502.464707","4502.464707","518","518","518","4694.0931782","4694.0931782","4694.0931782","518","518","518","5241.2372978","5241.2372978","5241.2372978","518","518","518","4767.888671799999","4767.888671799999","4767.888671799999","518","518","518","5158.634126","5158.634126","5158.634126","518","518","518","5617.554653","5617.554653","5617.554653","518","518","518","5110.9311674","5110.9311674","5110.9311674","518","518","518","5065.1336026","5065.1336026","5065.1336026","518","518","518","5591.662256199999","5591.662256199999","5591.662256199999","518","518","518","5248.385738999999","5248.385738999999","5248.385738999999"
"519000","519","519","519","5085.3530048","5085.3530048","5085.3530048","519","519","519","4748.575866000001","4748.575866000001","4748.575866000001","519","519","519","4551.654433199999","4551.654433199999","4551.654433199999","519","519","519","4623.845399600001","4623.845399600001","4623.845399600001","519","519","519","5448.2313085999995","5448.2313085999995","5448.2313085999995","519","519","519","4941.887504","4941.887504","4941.887504","519","519","519","4995.0755756","4995.0755756","4995.0755756","519","519","519","5732.694041600001","5732.694041600001","5732.694041600001","519","519","519","4915.0425526","4915.0425526","4915.0425526","519","519","519","5093.155223","5093.155223","5093.155223","519","519","519","5500.2291222","5500.2291222","5500.2291222","519","519","519","5328.9558210000005","5328.9558210000005","5328.9558210000005"
