"train/timestep","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward__MAX"
"2140000","107","107","107","1.2825237999999999","1.2825237999999999","1.2825237999999999","107","107","107","-171.4616914","-171.4616914","-171.4616914","107","107","107","-430.46799339999995","-430.46799339999995","-430.46799339999995","107","107","107","-274.75915399999997","-274.75915399999997","-274.75915399999997","107","107","107","-274.49693140000005","-274.49693140000005","-274.49693140000005","107","107","107","-456.865035","-456.865035","-456.865035","107","107","107","-85.2053404","-85.2053404","-85.2053404","107","107","107","-219.37569119999998","-219.37569119999998","-219.37569119999998","107","107","107","-378.15894979999996","-378.15894979999996","-378.15894979999996","107","107","107","-553.2280194000001","-553.2280194000001","-553.2280194000001"
"2160000","108","108","108","57.65852060000001","57.65852060000001","57.65852060000001","108","108","108","-198.4108164","-198.4108164","-198.4108164","108","108","108","-463.0343758","-463.0343758","-463.0343758","108","108","108","-241.3230908","-241.3230908","-241.3230908","108","108","108","-242.6146314","-242.6146314","-242.6146314","108","108","108","-402.9239364","-402.9239364","-402.9239364","108","108","108","14.301998800000007","14.301998800000007","14.301998800000007","108","108","108","-209.10338540000004","-209.10338540000004","-209.10338540000004","108","108","108","-364.5346626","-364.5346626","-364.5346626","108","108","108","-768.2603884000001","-768.2603884000001","-768.2603884000001"
"2180000","109","109","109","99.1005746","99.1005746","99.1005746","109","109","109","-183.80192900000003","-183.80192900000003","-183.80192900000003","109","109","109","-479.94060959999996","-479.94060959999996","-479.94060959999996","109","109","109","-273.37536059999996","-273.37536059999996","-273.37536059999996","109","109","109","-401.0723848","-401.0723848","-401.0723848","109","109","109","-435.508344","-435.508344","-435.508344","109","109","109","126.5366832","126.5366832","126.5366832","109","109","109","-228.86620239999996","-228.86620239999996","-228.86620239999996","109","109","109","-364.0101752","-364.0101752","-364.0101752","109","109","109","-704.0856613999999","-704.0856613999999","-704.0856613999999"
"2200000","110","110","110","125.48353160000002","125.48353160000002","125.48353160000002","110","110","110","38.881557","38.881557","38.881557","110","110","110","-464.3554631999999","-464.3554631999999","-464.3554631999999","110","110","110","-287.8273972","-287.8273972","-287.8273972","110","110","110","-295.4973126","-295.4973126","-295.4973126","110","110","110","-413.7552544","-413.7552544","-413.7552544","110","110","110","-92.9246728","-92.9246728","-92.9246728","110","110","110","-189.9947392","-189.9947392","-189.9947392","110","110","110","-373.2576206","-373.2576206","-373.2576206","110","110","110","-740.9832779999999","-740.9832779999999","-740.9832779999999"
"2220000","111","111","111","111.2887992","111.2887992","111.2887992","111","111","111","-131.0940836","-131.0940836","-131.0940836","111","111","111","-438.1025066","-438.1025066","-438.1025066","111","111","111","-278.7884398","-278.7884398","-278.7884398","111","111","111","-258.148987","-258.148987","-258.148987","111","111","111","-378.37253000000004","-378.37253000000004","-378.37253000000004","111","111","111","97.54371280000001","97.54371280000001","97.54371280000001","111","111","111","-97.7240718","-97.7240718","-97.7240718","111","111","111","-437.8740736","-437.8740736","-437.8740736","111","111","111","-803.7446632","-803.7446632","-803.7446632"
"2240000","112","112","112","98.238606","98.238606","98.238606","112","112","112","-209.4660074","-209.4660074","-209.4660074","112","112","112","-449.791591","-449.791591","-449.791591","112","112","112","-262.377335","-262.377335","-262.377335","112","112","112","-258.76943880000005","-258.76943880000005","-258.76943880000005","112","112","112","-435.09719479999995","-435.09719479999995","-435.09719479999995","112","112","112","69.2395176","69.2395176","69.2395176","112","112","112","-53.895164199999996","-53.895164199999996","-53.895164199999996","112","112","112","-449.387951","-449.387951","-449.387951","112","112","112","-545.6900834","-545.6900834","-545.6900834"
"2260000","113","113","113","57.1028396","57.1028396","57.1028396","113","113","113","-168.9790392","-168.9790392","-168.9790392","113","113","113","-428.91096959999993","-428.91096959999993","-428.91096959999993","113","113","113","-232.43024","-232.43024","-232.43024","113","113","113","-321.63008360000003","-321.63008360000003","-321.63008360000003","113","113","113","-316.41368539999996","-316.41368539999996","-316.41368539999996","113","113","113","68.6906436","68.6906436","68.6906436","113","113","113","-61.165906799999995","-61.165906799999995","-61.165906799999995","113","113","113","-428.91272100000003","-428.91272100000003","-428.91272100000003","113","113","113","-460.3654358","-460.3654358","-460.3654358"
"2280000","114","114","114","21.444583799999997","21.444583799999997","21.444583799999997","114","114","114","-232.65169799999998","-232.65169799999998","-232.65169799999998","114","114","114","-460.5256226","-460.5256226","-460.5256226","114","114","114","-347.04326920000005","-347.04326920000005","-347.04326920000005","114","114","114","-353.7753022","-353.7753022","-353.7753022","114","114","114","-296.55260639999995","-296.55260639999995","-296.55260639999995","114","114","114","234.0695562","234.0695562","234.0695562","114","114","114","-78.12112440000001","-78.12112440000001","-78.12112440000001","114","114","114","-386.11053860000004","-386.11053860000004","-386.11053860000004","114","114","114","-431.33439200000004","-431.33439200000004","-431.33439200000004"
"2300000","115","115","115","24.19092","24.19092","24.19092","115","115","115","-128.6801928","-128.6801928","-128.6801928","115","115","115","-413.2482686","-413.2482686","-413.2482686","115","115","115","-329.013261","-329.013261","-329.013261","115","115","115","-369.009057","-369.009057","-369.009057","115","115","115","-315.8051544","-315.8051544","-315.8051544","115","115","115","44.03640740000001","44.03640740000001","44.03640740000001","115","115","115","-67.5538678","-67.5538678","-67.5538678","115","115","115","-332.8214724","-332.8214724","-332.8214724","115","115","115","-426.5332294","-426.5332294","-426.5332294"
"2320000","116","116","116","18.017492400000002","18.017492400000002","18.017492400000002","116","116","116","-128.0409776","-128.0409776","-128.0409776","116","116","116","-402.6007172","-402.6007172","-402.6007172","116","116","116","-346.33673220000003","-346.33673220000003","-346.33673220000003","116","116","116","-311.1502852","-311.1502852","-311.1502852","116","116","116","-354.2154286","-354.2154286","-354.2154286","116","116","116","32.9910146","32.9910146","32.9910146","116","116","116","-50.724716","-50.724716","-50.724716","116","116","116","-335.07958419999994","-335.07958419999994","-335.07958419999994","116","116","116","-466.8012694","-466.8012694","-466.8012694"
"2340000","117","117","117","46.854033","46.854033","46.854033","117","117","117","-173.704774","-173.704774","-173.704774","117","117","117","-413.84529499999996","-413.84529499999996","-413.84529499999996","117","117","117","-317.31174139999996","-317.31174139999996","-317.31174139999996","117","117","117","-354.208191","-354.208191","-354.208191","117","117","117","-435.3383968","-435.3383968","-435.3383968","117","117","117","-95.77468040000001","-95.77468040000001","-95.77468040000001","117","117","117","18.4244996","18.4244996","18.4244996","117","117","117","-345.7398396","-345.7398396","-345.7398396","117","117","117","-430.51633360000005","-430.51633360000005","-430.51633360000005"
"2360000","118","118","118","74.397451","74.397451","74.397451","118","118","118","-105.48931259999999","-105.48931259999999","-105.48931259999999","118","118","118","-392.677717","-392.677717","-392.677717","118","118","118","-291.4505454","-291.4505454","-291.4505454","118","118","118","-439.11035660000005","-439.11035660000005","-439.11035660000005","118","118","118","-458.83067759999994","-458.83067759999994","-458.83067759999994","118","118","118","-64.5087862","-64.5087862","-64.5087862","118","118","118","146.41743480000002","146.41743480000002","146.41743480000002","118","118","118","-410.2870062","-410.2870062","-410.2870062","118","118","118","-419.9391416","-419.9391416","-419.9391416"
"2380000","119","119","119","14.883529199999998","14.883529199999998","14.883529199999998","119","119","119","-134.908498","-134.908498","-134.908498","119","119","119","-390.75961419999993","-390.75961419999993","-390.75961419999993","119","119","119","-284.5316336","-284.5316336","-284.5316336","119","119","119","-381.9230786","-381.9230786","-381.9230786","119","119","119","-328.5844858","-328.5844858","-328.5844858","119","119","119","-161.53057539999998","-161.53057539999998","-161.53057539999998","119","119","119","107.00981720000001","107.00981720000001","107.00981720000001","119","119","119","-448.632761","-448.632761","-448.632761","119","119","119","-412.06606700000003","-412.06606700000003","-412.06606700000003"
"2400000","120","120","120","20.0394914","20.0394914","20.0394914","120","120","120","-89.0445","-89.0445","-89.0445","120","120","120","-384.54611140000003","-384.54611140000003","-384.54611140000003","120","120","120","-271.7860488","-271.7860488","-271.7860488","120","120","120","-346.457263","-346.457263","-346.457263","120","120","120","-401.9534084","-401.9534084","-401.9534084","120","120","120","-334.3920602","-334.3920602","-334.3920602","120","120","120","1.1995119999999986","1.1995119999999986","1.1995119999999986","120","120","120","-480.1817528","-480.1817528","-480.1817528","120","120","120","-384.39537959999996","-384.39537959999996","-384.39537959999996"
"2420000","121","121","121","-11.030661600000002","-11.030661600000002","-11.030661600000002","121","121","121","-182.65648459999997","-182.65648459999997","-182.65648459999997","121","121","121","-294.4617716","-294.4617716","-294.4617716","121","121","121","-244.29557640000002","-244.29557640000002","-244.29557640000002","121","121","121","-435.78034420000006","-435.78034420000006","-435.78034420000006","121","121","121","-414.32564119999995","-414.32564119999995","-414.32564119999995","121","121","121","-288.9126582","-288.9126582","-288.9126582","121","121","121","-45.0353806","-45.0353806","-45.0353806","121","121","121","-484.23437","-484.23437","-484.23437","121","121","121","-358.5124138","-358.5124138","-358.5124138"
"2440000","122","122","122","-5.647727399999999","-5.647727399999999","-5.647727399999999","122","122","122","-198.71562400000002","-198.71562400000002","-198.71562400000002","122","122","122","-360.9278544","-360.9278544","-360.9278544","122","122","122","-230.42685980000002","-230.42685980000002","-230.42685980000002","122","122","122","-498.23024000000004","-498.23024000000004","-498.23024000000004","122","122","122","-409.79973899999993","-409.79973899999993","-409.79973899999993","122","122","122","-215.0702574","-215.0702574","-215.0702574","122","122","122","-55.0403642","-55.0403642","-55.0403642","122","122","122","-528.9072708","-528.9072708","-528.9072708","122","122","122","-316.07485439999994","-316.07485439999994","-316.07485439999994"
"2460000","123","123","123","-31.336455199999996","-31.336455199999996","-31.336455199999996","123","123","123","-85.81990379999999","-85.81990379999999","-85.81990379999999","123","123","123","-305.32370280000004","-305.32370280000004","-305.32370280000004","123","123","123","-311.660442","-311.660442","-311.660442","123","123","123","-353.2740422","-353.2740422","-353.2740422","123","123","123","-401.5829688","-401.5829688","-401.5829688","123","123","123","-368.0326952","-368.0326952","-368.0326952","123","123","123","-83.2507344","-83.2507344","-83.2507344","123","123","123","-463.2680746","-463.2680746","-463.2680746","123","123","123","-289.2000784","-289.2000784","-289.2000784"
"2480000","124","124","124","-37.4511238","-37.4511238","-37.4511238","124","124","124","-28.146962199999997","-28.146962199999997","-28.146962199999997","124","124","124","-312.9199686","-312.9199686","-312.9199686","124","124","124","-509.1231218","-509.1231218","-509.1231218","124","124","124","-518.0602478000001","-518.0602478000001","-518.0602478000001","124","124","124","-388.5773706","-388.5773706","-388.5773706","124","124","124","61.4295532","61.4295532","61.4295532","124","124","124","-83.4746404","-83.4746404","-83.4746404","124","124","124","-437.27144659999993","-437.27144659999993","-437.27144659999993","124","124","124","-326.7532264","-326.7532264","-326.7532264"
"2500000","125","125","125","-0.19687119999999964","-0.19687119999999964","-0.19687119999999964","125","125","125","-10.721078999999998","-10.721078999999998","-10.721078999999998","125","125","125","-365.437358","-365.437358","-365.437358","125","125","125","-474.7102734","-474.7102734","-474.7102734","125","125","125","-484.0622822","-484.0622822","-484.0622822","125","125","125","-95.9028628","-95.9028628","-95.9028628","125","125","125","-88.99292700000001","-88.99292700000001","-88.99292700000001","125","125","125","-107.266075","-107.266075","-107.266075","125","125","125","-463.8537088","-463.8537088","-463.8537088","125","125","125","-330.93462719999997","-330.93462719999997","-330.93462719999997"
"2520000","126","126","126","19.800924400000003","19.800924400000003","19.800924400000003","126","126","126","-93.7041486","-93.7041486","-93.7041486","126","126","126","-355.85820520000004","-355.85820520000004","-355.85820520000004","126","126","126","-231.55780180000002","-231.55780180000002","-231.55780180000002","126","126","126","-445.17861419999997","-445.17861419999997","-445.17861419999997","126","126","126","-102.3959136","-102.3959136","-102.3959136","126","126","126","39.038707799999976","39.038707799999976","39.038707799999976","126","126","126","-131.9314962","-131.9314962","-131.9314962","126","126","126","-493.5362032","-493.5362032","-493.5362032","126","126","126","-385.47427639999995","-385.47427639999995","-385.47427639999995"
"2540000","127","127","127","24.8914028","24.8914028","24.8914028","127","127","127","21.2834526","21.2834526","21.2834526","127","127","127","-313.39557119999995","-313.39557119999995","-313.39557119999995","127","127","127","-235.5478654","-235.5478654","-235.5478654","127","127","127","-446.4001048","-446.4001048","-446.4001048","127","127","127","-356.96947420000004","-356.96947420000004","-356.96947420000004","127","127","127","55.6319618","55.6319618","55.6319618","127","127","127","-126.00257939999999","-126.00257939999999","-126.00257939999999","127","127","127","-435.8264392","-435.8264392","-435.8264392","127","127","127","-474.0006938","-474.0006938","-474.0006938"
"2560000","128","128","128","-13.0261142","-13.0261142","-13.0261142","128","128","128","-34.3512342","-34.3512342","-34.3512342","128","128","128","-341.5819614","-341.5819614","-341.5819614","128","128","128","-237.7260886","-237.7260886","-237.7260886","128","128","128","-455.33137120000004","-455.33137120000004","-455.33137120000004","128","128","128","-365.8430904","-365.8430904","-365.8430904","128","128","128","39.4554974","39.4554974","39.4554974","128","128","128","-128.77609139999998","-128.77609139999998","-128.77609139999998","128","128","128","-483.98259399999995","-483.98259399999995","-483.98259399999995","128","128","128","-412.3106283999999","-412.3106283999999","-412.3106283999999"
"2580000","129","129","129","17.1433148","17.1433148","17.1433148","129","129","129","-112.28176819999999","-112.28176819999999","-112.28176819999999","129","129","129","-352.46668179999995","-352.46668179999995","-352.46668179999995","129","129","129","-247.867931","-247.867931","-247.867931","129","129","129","-293.126127","-293.126127","-293.126127","129","129","129","-406.87392660000006","-406.87392660000006","-406.87392660000006","129","129","129","89.46373760000002","89.46373760000002","89.46373760000002","129","129","129","-135.6862634","-135.6862634","-135.6862634","129","129","129","-400.03665520000004","-400.03665520000004","-400.03665520000004","129","129","129","-288.7221904","-288.7221904","-288.7221904"
"2600000","130","130","130","74.0416198","74.0416198","74.0416198","130","130","130","-2.2112994000000015","-2.2112994000000015","-2.2112994000000015","130","130","130","-354.9888458","-354.9888458","-354.9888458","130","130","130","-257.3173392","-257.3173392","-257.3173392","130","130","130","-504.6842306","-504.6842306","-504.6842306","130","130","130","-463.2221922","-463.2221922","-463.2221922","130","130","130","-124.36439600000001","-124.36439600000001","-124.36439600000001","130","130","130","-86.29104180000002","-86.29104180000002","-86.29104180000002","130","130","130","-412.4101064","-412.4101064","-412.4101064","130","130","130","-357.20146559999995","-357.20146559999995","-357.20146559999995"
"2620000","131","131","131","19.0228804","19.0228804","19.0228804","131","131","131","-25.7869818","-25.7869818","-25.7869818","131","131","131","-398.84233959999995","-398.84233959999995","-398.84233959999995","131","131","131","-229.8569388","-229.8569388","-229.8569388","131","131","131","-533.1833396","-533.1833396","-533.1833396","131","131","131","-456.3171104","-456.3171104","-456.3171104","131","131","131","145.8908924","145.8908924","145.8908924","131","131","131","-53.829559800000006","-53.829559800000006","-53.829559800000006","131","131","131","-400.48284479999995","-400.48284479999995","-400.48284479999995","131","131","131","-297.8201462","-297.8201462","-297.8201462"
"2640000","132","132","132","76.00605499999999","76.00605499999999","76.00605499999999","132","132","132","31.981390600000008","31.981390600000008","31.981390600000008","132","132","132","-342.15067059999996","-342.15067059999996","-342.15067059999996","132","132","132","-237.4069852","-237.4069852","-237.4069852","132","132","132","-349.7192472","-349.7192472","-349.7192472","132","132","132","-435.522365","-435.522365","-435.522365","132","132","132","73.0199854","73.0199854","73.0199854","132","132","132","-95.348536","-95.348536","-95.348536","132","132","132","-393.0818744","-393.0818744","-393.0818744","132","132","132","-294.9254706","-294.9254706","-294.9254706"
"2660000","133","133","133","49.783482799999994","49.783482799999994","49.783482799999994","133","133","133","57.9476266","57.9476266","57.9476266","133","133","133","-362.51993899999997","-362.51993899999997","-362.51993899999997","133","133","133","-292.9880948","-292.9880948","-292.9880948","133","133","133","-405.964315","-405.964315","-405.964315","133","133","133","-429.3720468","-429.3720468","-429.3720468","133","133","133","183.98274600000002","183.98274600000002","183.98274600000002","133","133","133","-68.1033374","-68.1033374","-68.1033374","133","133","133","-350.57138799999996","-350.57138799999996","-350.57138799999996","133","133","133","-308.18118919999995","-308.18118919999995","-308.18118919999995"
"2680000","134","134","134","108.75197840000001","108.75197840000001","108.75197840000001","134","134","134","-72.6456268","-72.6456268","-72.6456268","134","134","134","-327.17264620000003","-327.17264620000003","-327.17264620000003","134","134","134","-249.53500599999998","-249.53500599999998","-249.53500599999998","134","134","134","-414.0646489999999","-414.0646489999999","-414.0646489999999","134","134","134","-431.75353700000005","-431.75353700000005","-431.75353700000005","134","134","134","128.3895178","128.3895178","128.3895178","134","134","134","-68.4599788","-68.4599788","-68.4599788","134","134","134","-340.878243","-340.878243","-340.878243","134","134","134","-324.09372620000005","-324.09372620000005","-324.09372620000005"
"2700000","135","135","135","91.48499360000001","91.48499360000001","91.48499360000001","135","135","135","-49.1364216","-49.1364216","-49.1364216","135","135","135","-360.83658260000004","-360.83658260000004","-360.83658260000004","135","135","135","-224.59064899999998","-224.59064899999998","-224.59064899999998","135","135","135","-416.40138799999994","-416.40138799999994","-416.40138799999994","135","135","135","-391.554914","-391.554914","-391.554914","135","135","135","145.755778","145.755778","145.755778","135","135","135","-100.0388032","-100.0388032","-100.0388032","135","135","135","-396.39114599999994","-396.39114599999994","-396.39114599999994","135","135","135","-392.0456152","-392.0456152","-392.0456152"
"2720000","136","136","136","78.3296396","78.3296396","78.3296396","136","136","136","28.277688200000007","28.277688200000007","28.277688200000007","136","136","136","-354.9903482000001","-354.9903482000001","-354.9903482000001","136","136","136","-240.1921984","-240.1921984","-240.1921984","136","136","136","-547.3681893999999","-547.3681893999999","-547.3681893999999","136","136","136","-367.94102439999995","-367.94102439999995","-367.94102439999995","136","136","136","118.968372","118.968372","118.968372","136","136","136","-116.9208464","-116.9208464","-116.9208464","136","136","136","-432.2685144","-432.2685144","-432.2685144","136","136","136","-350.2266982","-350.2266982","-350.2266982"
"2740000","137","137","137","144.07187340000002","144.07187340000002","144.07187340000002","137","137","137","-59.243934","-59.243934","-59.243934","137","137","137","-371.9625046","-371.9625046","-371.9625046","137","137","137","-231.1805424","-231.1805424","-231.1805424","137","137","137","-482.29636700000003","-482.29636700000003","-482.29636700000003","137","137","137","-436.5249137999999","-436.5249137999999","-436.5249137999999","137","137","137","306.22919880000006","306.22919880000006","306.22919880000006","137","137","137","-98.7170784","-98.7170784","-98.7170784","137","137","137","-415.2280284","-415.2280284","-415.2280284","137","137","137","-356.581101","-356.581101","-356.581101"
"2760000","138","138","138","73.816291","73.816291","73.816291","138","138","138","-83.81652799999999","-83.81652799999999","-83.81652799999999","138","138","138","-348.89509280000004","-348.89509280000004","-348.89509280000004","138","138","138","-258.0568242","-258.0568242","-258.0568242","138","138","138","-631.4405238","-631.4405238","-631.4405238","138","138","138","-437.88841979999995","-437.88841979999995","-437.88841979999995","138","138","138","26.56878799999999","26.56878799999999","26.56878799999999","138","138","138","-67.49076060000002","-67.49076060000002","-67.49076060000002","138","138","138","-474.1192985999999","-474.1192985999999","-474.1192985999999","138","138","138","-390.2591878","-390.2591878","-390.2591878"
"2780000","139","139","139","106.5338898","106.5338898","106.5338898","139","139","139","-58.069224000000006","-58.069224000000006","-58.069224000000006","139","139","139","-358.0260448","-358.0260448","-358.0260448","139","139","139","-221.7340494","-221.7340494","-221.7340494","139","139","139","-519.8565322000001","-519.8565322000001","-519.8565322000001","139","139","139","-483.581374","-483.581374","-483.581374","139","139","139","63.290008","63.290008","63.290008","139","139","139","-79.7533388","-79.7533388","-79.7533388","139","139","139","-458.39750619999995","-458.39750619999995","-458.39750619999995","139","139","139","-370.9913432","-370.9913432","-370.9913432"
"2800000","140","140","140","140.08275120000002","140.08275120000002","140.08275120000002","140","140","140","-61.536914","-61.536914","-61.536914","140","140","140","-317.07715279999996","-317.07715279999996","-317.07715279999996","140","140","140","-237.5162936","-237.5162936","-237.5162936","140","140","140","-516.7646178","-516.7646178","-516.7646178","140","140","140","-435.36681280000005","-435.36681280000005","-435.36681280000005","140","140","140","-76.10657419999998","-76.10657419999998","-76.10657419999998","140","140","140","-22.4659774","-22.4659774","-22.4659774","140","140","140","-392.5465092","-392.5465092","-392.5465092","140","140","140","-356.20894259999994","-356.20894259999994","-356.20894259999994"
"2820000","141","141","141","101.98527659999999","101.98527659999999","101.98527659999999","141","141","141","-39.2724342","-39.2724342","-39.2724342","141","141","141","-316.1156714","-316.1156714","-316.1156714","141","141","141","-261.1769244000001","-261.1769244000001","-261.1769244000001","141","141","141","-277.078259","-277.078259","-277.078259","141","141","141","-463.59467379999995","-463.59467379999995","-463.59467379999995","141","141","141","44.140725999999994","44.140725999999994","44.140725999999994","141","141","141","-24.388564800000005","-24.388564800000005","-24.388564800000005","141","141","141","-378.2312528","-378.2312528","-378.2312528","141","141","141","-395.2494658","-395.2494658","-395.2494658"
"2840000","142","142","142","151.95726299999998","151.95726299999998","151.95726299999998","142","142","142","-149.69598820000002","-149.69598820000002","-149.69598820000002","142","142","142","-363.92381639999996","-363.92381639999996","-363.92381639999996","142","142","142","-264.4621968","-264.4621968","-264.4621968","142","142","142","-420.72492359999995","-420.72492359999995","-420.72492359999995","142","142","142","-454.73789139999997","-454.73789139999997","-454.73789139999997","142","142","142","136.77065639999998","136.77065639999998","136.77065639999998","142","142","142","22.8845814","22.8845814","22.8845814","142","142","142","-384.658747","-384.658747","-384.658747","142","142","142","-424.676131","-424.676131","-424.676131"
"2860000","143","143","143","120.7362446","120.7362446","120.7362446","143","143","143","-22.708258999999998","-22.708258999999998","-22.708258999999998","143","143","143","-272.4054694","-272.4054694","-272.4054694","143","143","143","-266.4646452","-266.4646452","-266.4646452","143","143","143","-342.1149276","-342.1149276","-342.1149276","143","143","143","-440.23430399999995","-440.23430399999995","-440.23430399999995","143","143","143","55.777129","55.777129","55.777129","143","143","143","76.52809199999999","76.52809199999999","76.52809199999999","143","143","143","-356.23586240000003","-356.23586240000003","-356.23586240000003","143","143","143","-400.1743962","-400.1743962","-400.1743962"
"2880000","144","144","144","170.06701579999998","170.06701579999998","170.06701579999998","144","144","144","-251.47401879999998","-251.47401879999998","-251.47401879999998","144","144","144","-298.56933660000004","-298.56933660000004","-298.56933660000004","144","144","144","-237.65392160000002","-237.65392160000002","-237.65392160000002","144","144","144","-390.2992641999999","-390.2992641999999","-390.2992641999999","144","144","144","-438.9423506","-438.9423506","-438.9423506","144","144","144","-71.7409088","-71.7409088","-71.7409088","144","144","144","96.1979022","96.1979022","96.1979022","144","144","144","-418.8701948","-418.8701948","-418.8701948","144","144","144","-366.1325446","-366.1325446","-366.1325446"
"2900000","145","145","145","202.9169184","202.9169184","202.9169184","145","145","145","-20.0184802","-20.0184802","-20.0184802","145","145","145","-328.775472","-328.775472","-328.775472","145","145","145","-231.5802846","-231.5802846","-231.5802846","145","145","145","-381.5481254","-381.5481254","-381.5481254","145","145","145","-417.873315","-417.873315","-417.873315","145","145","145","-65.1660358","-65.1660358","-65.1660358","145","145","145","90.69629039999998","90.69629039999998","90.69629039999998","145","145","145","-415.0389388","-415.0389388","-415.0389388","145","145","145","-454.24865200000005","-454.24865200000005","-454.24865200000005"
